"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
2650,2649,"Credit cards and consumer durables",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2651,2649,"Educational loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2652,2605,"Other loans and loans not adequately described",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2653,2456,"Public Non-Financial Corporations' Loans and Advances by Other Depository Corporations",,,,True,"Maldives Monetary Authority",
2654,2653,"Total loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","Includes total loans and advances excluding accrued interest receivable and accounts receivable."
2655,2654,Agriculture,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2656,2655,"Crops cultivations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2657,2655,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2658,2654,Fishing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2659,2658,"Building of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2660,2658,"Mechanization of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2661,2658,"Repair / refurbishment fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2662,2658,"Purchase of fishing gear",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2663,2658,"Fish processing and preservation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2664,2658,"Other fishing activities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2665,2654,Manufacturing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2666,2665,"Food and beverages",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2667,2665,"Textiles and clothing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2668,2665,"Wood, wood products and furniture",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2669,2665,"Electrical nad electronic productions",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2670,2665,"Printing and publishing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2671,2665,"Basic metal industries",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2672,2665,"Boat building and construction",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2673,2665,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2674,2654,Construction,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2675,2674,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2676,2674,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2677,2674,"Property development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2678,2674,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2679,2654,"Real estate",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2680,2679,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2681,2679,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2682,2679,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2683,2654,Tourism,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2684,2683,"New resort development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2685,2683,"Renovation of resorts",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2686,2683,"Yacht safari building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2687,2683,"Working capital",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2688,2683,"Guest house",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2689,2654,Commerce,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2690,2689,"Wholesale and retail",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2691,2689,"Restaurants and cafes",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2692,2654,"Transport and communication",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2693,2692,Transport,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2694,2692,Communication,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2695,2654,"Electricity, gas, water and sanitary services",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2696,2695,"Electricity, lighting and power",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2697,2695,"Water, waterworks and supply",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2698,2654,"Personal loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2699,2698,"Credit cards and consumer durables",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2700,2698,"Educational loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2701,2654,"Other loans and loans not adequately described",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2702,2219,"Interest Rates",,,,True,"Maldives Monetary Authority; Maldives Stock Exchange Company",
2703,2702,"Other Depository Corporations",,,,True,"Maldives Monetary Authority",
2704,2703,"Transferable Deposits",,,,True,"Maldives Monetary Authority",
2705,2704,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2706,2704,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2707,2704,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2708,2704,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2709,2704,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2710,2704,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2711,2703,"Savings Deposits",,,,True,"Maldives Monetary Authority",
2712,2711,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2713,2711,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2714,2711,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2715,2711,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2716,2711,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2717,2711,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2718,2703,"Time Deposits",,,,True,"Maldives Monetary Authority",
2719,2718,"Time Deposits up to 3 Months",,,,True,"Maldives Monetary Authority",
2720,2719,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2721,2719,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2722,2719,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2723,2719,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2724,2719,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2725,2719,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2726,2718,"Time Deposits 3 to 6 Months",,,,True,"Maldives Monetary Authority",
2727,2726,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2728,2726,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2729,2726,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2730,2726,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2731,2726,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2732,2726,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2733,2718,"Time Deposits 6 Months to 1 Year",,,,True,"Maldives Monetary Authority",
2734,2733,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2735,2733,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2736,2733,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2737,2733,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2738,2733,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2739,2733,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2740,2718,"Time Deposits 1 to 2 Year",,,,True,"Maldives Monetary Authority",
2741,2740,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2742,2740,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2743,2740,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2744,2740,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2745,2740,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2746,2740,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2747,2718,"Time Deposits 2 to 3 Year",,,,True,"Maldives Monetary Authority",
2748,2747,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2749,2747,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2750,2747,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2751,2747,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2752,2747,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2753,2747,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2754,2718,"Time Deposits  3 to 5 Years",,,,True,"Maldives Monetary Authority",
2755,2754,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2756,2754,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2757,2754,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2758,2754,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2759,2754,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2760,2754,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2761,2718,"Time Deposits Over 5 Years",,,,True,"Maldives Monetary Authority",
2762,2761,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2763,2761,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2764,2761,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2765,2761,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2766,2761,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2767,2761,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2768,2703,"Loans and Advances",,,,True,"Maldives Monetary Authority",
2769,2768,"Public Non-Financial Corporations",,,,True,"Maldives Monetary Authority",
2770,2769,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2771,2769,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2772,2769,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2773,2769,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2774,2769,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2775,2769,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2776,2768,"Private Sector",,,,True,"Maldives Monetary Authority",
2777,2776,"Min. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2778,2776,"Max. NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2779,2776,"Weighted average NC",Percent,Monthly,,False,"Maldives Monetary Authority",
2780,2776,"Min. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2781,2776,"Max. FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2782,2776,"Weighted average FC",Percent,Monthly,,False,"Maldives Monetary Authority",
2783,2702,"Other Rates",,,,True,"Maldives Monetary Authority",
2784,2783,"Treasury Bills",,,,True,"Maldives Monetary Authority","Treasury bills reverted to a TAP system from an auction system in 2014. The rates were revised in 2015 due to a change in government policy. "
2785,2784,"28 days (weighted average)",Percent,Monthly,,False,"Maldives Monetary Authority",
2786,2784,"98 days (weighted average)",Percent,Monthly,,False,"Maldives Monetary Authority",
2787,2784,"182 days (weighted average)",Percent,Monthly,,False,"Maldives Monetary Authority",
2788,2784,"364 days (weighted average)",Percent,Monthly,,False,"Maldives Monetary Authority",
2789,2702,"Share Prices",,,,True,"Maldives Stock Exchange Company",
2790,2789,"Maldives stock exchange index (period average)",Units,Monthly,Stock,False,"Maldives Stock Exchange Company",
2791,2789,"Maldives stock exchange index (end of month)",Units,Monthly,Stock,False,"Maldives Stock Exchange Company",
2792,2219,"Monetary Policy Rates",,,,True,"Maldives Monetary Authority",
2793,2792,"Indicative Policy Rate",Percent,Monthly,,False,"Maldives Monetary Authority",
2794,2792,"Minimum Reserve Rquirement",,,,True,"Maldives Monetary Authority",
2795,2794,"Local currency",Percent,Monthly,,False,"Maldives Monetary Authority",
2796,2794,"Foreign currency",Percent,Monthly,,False,"Maldives Monetary Authority",
2797,2792,"Certificates of deposit",Percent,Monthly,,False,"Maldives Monetary Authority",
2798,2792,"Open Market Operations",,,,True,"Maldives Monetary Authority",
2799,2798,"Reverse Repurchase Rate (1 week)",Percent,Monthly,,False,"Maldives Monetary Authority",
2800,2798,"Reverse Repurchase Rate (2 week)",Percent,Monthly,,False,"Maldives Monetary Authority",
2801,2792,"MMA repurchase facility rate",Percent,Monthly,,False,"Maldives Monetary Authority",
2802,2792,"MMA Standing Facilities",,,,True,"Maldives Monetary Authority",
2803,2802,"Overnight deposit facility",Percent,Monthly,,False,"Maldives Monetary Authority",
2804,2802,"Overnight lombard facility",Percent,Monthly,,False,"Maldives Monetary Authority",
2805,2219,"Financial Access Survey",,,,True,"Maldives Monetary Authority","This data is compiled in accordance with IMF's Financial Access Survey."
2806,2805,"Number of Institutions",,,,True,"Maldives Monetary Authority",
2807,2806,"Other Depository Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2808,2807,"Commercial banks",Units,Annual,Stock,False,"Maldives Monetary Authority",
2809,2806,"Other Financial Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2810,2809,"Other financial intermediaries",Units,Annual,Stock,False,"Maldives Monetary Authority",
2811,2810,"Other OFIs",Units,Annual,Stock,False,"Maldives Monetary Authority",
2812,2809,"Insurance corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2813,2805,"Number of Branches Excluding Headquarters",,,,True,"Maldives Monetary Authority",
2814,2813,"Other Depository Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2815,2814,"Commercial banks",Units,Annual,Stock,False,"Maldives Monetary Authority",
2816,2805,"Non Branch Retail Agent Outlets",,,,True,"Maldives Monetary Authority",
2817,2816,"Other Depository Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2818,2817,"Commercial banks",Units,Annual,Stock,False,"Maldives Monetary Authority",
2819,2805,"Number of Automated Teller Machines ATMs",,,,True,"Maldives Monetary Authority",
2820,2819,"Country wide",Units,Annual,Stock,False,"Maldives Monetary Authority",
2821,2805,"Number of Deposit Accounts of ODCs, Customer accounts of OFIs, Insurance Policies of Insurance corporations",,,,True,"Maldives Monetary Authority",
2822,2821,"Other Depository Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2823,2822,"Commercial banks",Units,Annual,Stock,False,"Maldives Monetary Authority",
2824,2823,"of which: households sector accounts",Units,Annual,Stock,False,"Maldives Monetary Authority",
2825,2824,"of which: men-owned deposit accounts",Units,Annual,Stock,False,"Maldives Monetary Authority",
2826,2824,"of which: women-owned deposit accounts",Units,Annual,Stock,False,"Maldives Monetary Authority",
2827,2821,"Other Financial Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2828,2827,"Other financial intermediaries",Units,Annual,Stock,False,"Maldives Monetary Authority",
2829,2828,"Other OFIs",Units,Annual,Stock,False,"Maldives Monetary Authority",
2830,2827,"Insurance corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2831,2830,"of which: Life insurance tech. reserves",Units,Annual,Stock,False,"Maldives Monetary Authority",
2832,2831,"Non-life insurance tech. reserves",Units,Annual,Stock,False,"Maldives Monetary Authority",
2833,2805,"Number of Depositors for ODCs, Customers for OFIs, Insurance Policy Holders for Insurance corporations",,,,True,"Maldives Monetary Authority",
2834,2833,"Other Depository Corporations",Units,Annual,Stock,False,"Maldives Monetary Authority",
2835,2834,"Commercial banks",Units,Annual,Stock,False,"Maldives Monetary Authority",
2836,2835,"of which: households sector depositors",Units,Annual,Stock,False,"Maldives Monetary Authority",
2837,2836,"of which: male depositors",Units,Annual,Stock,False,"Maldives Monetary Authority",
